comp2042_c0_seq1	sp	Q8Q0U0	Y045_METMA	34.328	134	88	0	8	409	93	226	2.42e-21	90.9
comp2335_c0_seq1	sp	O70165	FCN1_MOUSE	55.914	93	41	0	19	297	137	229	6.55e-33	119
comp2425_c0_seq1	sp	E9NA96	IR25A_DROME	55.215	163	64	3	25	498	441	599	1.23e-55	191
comp2498_c0_seq1	sp	Q01240	NF60_DORPE	56.436	101	44	0	303	1	191	291	8.16e-29	111
comp2760_c0_seq1	sp	Q9UM73	ALK_HUMAN	61.798	89	34	0	6	272	1211	1299	1.38e-34	127
comp2907_c0_seq1	sp	Q6BMK0	G3P_DEBHA	51.119	268	116	7	798	1	72	326	4.17e-79	246
comp2908_c0_seq1	sp	P82596	PLC_HALLA	39.231	130	74	4	88	468	2	129	4.74e-22	89.7
comp3248_c0_seq1	sp	Q9JK45	KCNQ5_MOUSE	55.435	92	29	2	2	244	540	630	3.63e-23	94.7
comp3312_c0_seq1	sp	Q6GLB9	EMX1_XENTR	77.273	66	15	0	296	99	139	204	3.00e-28	105
comp3370_c0_seq1	sp	P51666	NR4A1_CANLF	77.528	89	20	0	12	278	267	355	6.47e-47	162
comp3699_c0_seq1	sp	Q7LHG5	YI31B_YEAST	54.206	107	49	0	324	4	636	742	5.57e-31	119
comp3706_c0_seq1	sp	Q22036	CAN5_CAEEL	46.479	71	38	0	216	4	41	111	2.11e-21	89.0
comp3917_c0_seq1	sp	Q6V0I7	FAT4_HUMAN	56.944	72	31	0	216	1	3846	3917	7.68e-26	102
comp3917_c0_seq1	sp	Q6V0I7	FAT4_HUMAN	50.000	70	35	0	216	7	3884	3953	4.04e-23	94.4
comp3988_c0_seq1	sp	Q5R1P3	NMDE2_CANLF	43.810	105	57	1	6	314	698	802	1.82e-23	96.7
comp4433_c0_seq1	sp	Q02280	KCNAE_DROME	80.519	77	15	0	2	232	602	678	6.91e-39	139
comp4689_c0_seq1	sp	Q9HAS3	S28A3_HUMAN	48.148	135	47	3	1	396	499	613	2.66e-28	111
comp5285_c0_seq1	sp	P31649	S6A13_MOUSE	41.553	219	99	3	2	655	64	254	1.98e-50	175
comp6679_c0_seq1	sp	C7G0B5	PIF_PINFU	31.071	280	150	7	1292	558	255	526	2.03e-32	135
comp6693_c0_seq1	sp	Q8N1A6	CD033_HUMAN	55.844	154	63	3	529	83	36	189	2.09e-54	174
comp6699_c0_seq1	sp	P70665	SIAE_MOUSE	41.176	204	109	4	2	610	344	537	1.77e-43	158
comp6711_c0_seq1	sp	H2A0M5	USP2_PINMG	33.790	219	121	8	1143	541	3	215	3.63e-26	108
comp6717_c0_seq1	sp	Q5RFZ7	F167A_DANRE	48.515	101	48	2	688	978	104	204	3.27e-21	94.0
comp6734_c0_seq1	sp	Q8MJ14	GPX1_PIG	61.111	180	68	2	142	675	22	201	1.45e-72	224
comp6737_c0_seq1	sp	O42115	ARX_DANRE	65.000	100	28	2	1009	710	193	285	1.63e-30	124
comp6752_c0_seq1	sp	O75636	FCN3_HUMAN	39.000	200	112	6	2	574	101	299	2.12e-38	139
comp6768_c0_seq1	sp	P00687	AMY1_MOUSE	47.154	246	125	4	2	730	268	511	1.65e-65	216
comp6769_c0_seq1	sp	Q96F25	ALG14_HUMAN	49.261	203	98	2	676	74	17	216	6.93e-59	188
comp6774_c0_seq1	sp	Q5U2Z0	ZN367_RAT	57.062	177	72	1	117	647	104	276	9.58e-58	200
comp6824_c0_seq1	sp	Q5RD73	DUS3_PONAB	43.429	175	97	2	1381	860	10	183	9.18e-46	161
comp6828_c0_seq1	sp	Q8BYK4	RDH12_MOUSE	40.952	315	170	5	47	958	2	311	1.64e-68	224
comp6831_c0_seq1	sp	Q4ZHG4	FNDC1_HUMAN	40.323	124	69	4	32	400	1772	1891	6.94e-25	107
comp6889_c0_seq1	sp	P05099	MATN1_CHICK	30.918	207	123	5	228	800	237	439	1.10e-22	101
comp6897_c0_seq1	sp	Q22038	RHO1_CAEEL	86.154	65	9	0	195	1	1	65	2.22e-35	121
comp6897_c1_seq1	sp	P48148	RHO1_DROME	79.675	123	25	0	1	369	59	181	6.48e-61	190
comp6906_c0_seq1	sp	P23414	ACH1_SCHGR	30.303	330	206	7	1174	233	29	350	2.69e-45	168
comp6912_c0_seq1	sp	Q61762	KCNA5_MOUSE	44.361	133	72	2	395	3	404	536	1.80e-32	123
comp6939_c0_seq1	sp	P32240	PE2R4_MOUSE	37.047	359	178	7	511	1452	34	389	4.55e-51	189
comp6979_c0_seq1	sp	Q4GWV4	DEFCG_CRAGI	75.410	61	15	0	43	225	1	61	5.58e-27	97.1
comp6988_c0_seq1	sp	P04352	CALM_CHLRE	38.562	153	93	1	47	505	1	152	9.93e-27	106
comp6994_c0_seq1	sp	P82596	PLC_HALLA	39.098	133	74	4	115	507	2	129	1.06e-25	100
comp6997_c0_seq1	sp	P0DP35	CAM2B_XENLA	90.604	149	14	0	788	342	1	149	3.34e-93	274
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	37.667	300	174	7	1	864	2053	2351	4.33e-56	201
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	42.599	277	146	9	1	801	1334	1607	7.95e-53	191
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	38.989	277	157	8	1	804	811	1084	9.56e-52	188
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	37.671	292	173	6	1	852	2571	2861	1.42e-51	187
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	33.660	306	164	5	1	801	1855	2160	3.75e-51	186
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	37.184	277	165	7	1	807	2223	2498	1.93e-50	184
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	38.351	279	158	7	1	801	2737	3013	2.22e-50	184
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	38.577	267	152	9	67	843	3	265	1.67e-49	182
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	35.849	318	165	9	1	843	973	1288	2.80e-49	181
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	37.075	294	157	6	1	801	2387	2679	7.63e-49	180
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	37.367	281	162	9	1	807	1166	1444	2.88e-48	178
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	34.557	327	172	8	1	867	1500	1822	6.00e-48	177
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	35.274	292	178	6	1	843	3180	3471	2.93e-47	175
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	38.768	276	159	8	1	801	145	419	3.10e-47	175
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	35.494	324	151	8	1	807	4783	5103	3.83e-47	175
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	40.426	282	154	10	1	807	3348	3628	1.59e-46	173
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	38.235	272	160	5	1	801	1694	1962	9.54e-46	171
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	36.071	280	163	9	1	807	642	916	2.50e-43	164
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	32.209	326	164	11	4	819	4148	4470	4.45e-37	145
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	31.481	324	168	10	1	819	4575	4895	1.01e-36	144
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	30.178	338	170	11	1	825	4355	4689	1.99e-36	144
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	29.012	324	167	8	1	801	3514	3831	3.22e-34	137
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	28.750	320	179	9	1	819	3726	4043	2.78e-33	134
comp7004_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	38.150	173	95	7	352	843	3136	3305	3.74e-23	104
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	40.426	141	80	3	16	429	1667	1806	4.14e-25	103
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	39.716	141	81	3	1	414	3694	3833	5.49e-25	103
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	42.857	140	75	4	22	429	2712	2850	7.34e-24	100
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	40.141	142	78	4	22	429	1309	1449	1.62e-23	99.0
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	37.162	148	80	5	16	429	3153	3297	8.08e-23	97.1
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	35.211	142	85	3	22	429	2546	2686	2.34e-22	95.5
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	44.056	143	73	5	22	429	948	1090	3.25e-22	95.1
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	36.806	144	86	2	13	429	3320	3463	9.07e-22	94.0
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	35.461	141	85	3	22	432	120	258	1.64e-21	93.2
comp7009_c0_seq1	sp	B3EWZ5	MLRP1_ACRMI	36.429	140	83	3	22	432	786	922	6.22e-21	91.7
comp7011_c0_seq1	sp	Q9JIQ8	TMPS2_MOUSE	37.551	245	138	7	938	213	253	485	1.00e-43	160
comp7014_c0_seq1	sp	Q9IAX9	VAX2B_XENLA	66.667	123	36	2	659	306	70	192	6.57e-49	166
comp7017_c0_seq1	sp	Q7Z0T3	TEMPT_APLCA	41.322	121	69	2	24	383	1	120	9.18e-25	95.5
comp7025_c0_seq1	sp	Q3UP23	TMM26_MOUSE	30.449	312	193	6	737	1612	7	314	8.90e-36	140
comp7035_c0_seq1	sp	P06623	CN37_BOVIN	29.948	384	236	12	1699	587	12	375	1.07e-40	156
comp7044_c0_seq1	sp	Q5FWI3	CEIP2_MOUSE	34.146	246	135	7	20	685	573	815	1.00e-32	129
comp7075_c0_seq1	sp	A8DZE7	D42E1_DANRE	53.281	381	169	4	50	1171	7	385	2.31e-138	403
comp7075_c0_seq2	sp	A8DZE7	D42E1_DANRE	48.077	104	52	2	142	453	282	383	2.08e-21	92.0
comp7076_c0_seq1	sp	Q9UBQ7	GRHPR_HUMAN	45.806	310	164	2	1222	305	8	317	3.62e-88	275
comp7079_c0_seq1	sp	Q8WQ47	TBA_LEPDS	88.262	443	49	1	1620	292	1	440	0.0	817
comp7084_c0_seq1	sp	P79345	NPC2_BOVIN	39.007	141	83	1	639	226	9	149	3.09e-23	94.7
comp7093_c0_seq1	sp	Q9BV38	WDR18_HUMAN	45.882	340	178	4	74	1087	6	341	1.10e-100	312
comp7104_c0_seq1	sp	Q32PI6	RM04_BOVIN	43.662	284	145	3	1023	175	10	279	1.99e-69	223
comp7107_c0_seq1	sp	Q66IB8	CB076_DANRE	56.198	121	53	0	664	302	6	126	7.29e-46	151
comp7109_c0_seq1	sp	Q9QXF7	CP2J4_RAT	38.739	444	254	8	337	1644	67	500	6.30e-99	312
comp7112_c0_seq1	sp	Q5U5A6	NRARP_XENLA	56.000	100	42	2	777	481	15	113	5.42e-30	112
comp7115_c0_seq1	sp	Q05B21	VGLU1_XENTR	61.338	269	97	3	2030	1245	277	545	2.65e-101	324
comp7117_c0_seq1	sp	A6QLQ8	ENDOU_BOVIN	39.576	283	158	7	69	890	130	408	7.08e-62	204
comp7121_c0_seq1	sp	Q5F364	MRP1_CHICK	48.948	1569	736	18	4844	198	1	1524	0.0	1382
comp7126_c0_seq1	sp	Q6IND6	HMCES_XENLA	55.034	149	62	3	677	234	1	145	3.25e-53	180
comp7131_c0_seq1	sp	A5HUI5	AMPE_GLOBR	43.292	887	475	13	2955	313	82	946	0.0	720
comp7132_c0_seq1	sp	Q5R4I4	LFG2_PONAB	46.186	236	118	4	1538	855	82	316	1.16e-56	196
comp7134_c0_seq1	sp	Q8TCF1	ZFAN1_HUMAN	44.186	258	138	4	817	53	1	255	2.59e-72	226
comp7134_c0_seq2	sp	Q8TCF1	ZFAN1_HUMAN	43.750	240	130	3	763	53	18	255	1.91e-61	209
comp7146_c0_seq1	sp	Q9DGJ3	NPC2_DANRE	34.028	144	94	1	25	453	4	147	4.38e-27	102
comp7152_c0_seq1	sp	Q62356	FSTL1_MOUSE	32.830	265	154	9	1043	288	28	281	6.98e-30	120
comp7156_c0_seq1	sp	Q95T19	SLIMP_DROME	26.601	406	281	9	242	1438	39	434	1.90e-36	144
comp7158_c0_seq1	sp	Q61116	ZN235_MOUSE	33.195	241	144	4	486	1169	395	631	1.92e-34	138
comp7158_c0_seq1	sp	Q61116	ZN235_MOUSE	29.289	239	144	4	486	1193	339	555	1.94e-31	129
comp7158_c0_seq1	sp	Q61116	ZN235_MOUSE	34.694	196	121	3	486	1064	451	642	5.32e-31	128
comp7158_c0_seq1	sp	Q61116	ZN235_MOUSE	33.790	219	130	4	570	1193	285	499	1.34e-27	118
comp7159_c0_seq1	sp	Q9N1R6	BAT1_RABIT	37.339	233	143	2	1331	639	250	481	2.90e-37	145
comp7161_c1_seq1	sp	P62154	CALM_LOCMI	95.238	126	6	0	378	1	1	126	2.15e-82	244
comp7171_c0_seq1	sp	P80147	GABT_PIG	49.015	457	233	0	1566	196	43	499	7.67e-164	480
comp7172_c1_seq1	sp	Q6L6Q6	LYS_CRAGI	53.409	88	36	2	266	3	1	83	9.08e-25	93.2
comp7173_c0_seq1	sp	Q5U508	TBCE_XENLA	42.529	522	285	8	1879	323	13	522	1.93e-141	426
comp7176_c0_seq1	sp	Q4R8X0	NRBP_MACFA	58.351	461	181	6	150	1514	60	515	1.92e-155	473
comp7183_c0_seq1	sp	P12643	BMP2_HUMAN	43.864	383	179	8	626	1768	48	396	8.00e-95	300
comp7184_c0_seq1	sp	Q2KIN5	HEM3_BOVIN	48.588	354	170	3	1435	386	14	359	2.29e-106	324
comp7186_c0_seq1	sp	A7S1L6	FUCT1_NEMVE	63.444	331	121	0	133	1125	3	333	1.69e-148	430
comp7194_c0_seq1	sp	Q8C080	SNX16_MOUSE	56.790	162	70	0	3128	2643	112	273	1.13e-58	209
comp7197_c0_seq1	sp	Q90694	CDC42_CHICK	40.107	187	112	0	158	718	2	188	1.65e-42	147
comp7199_c0_seq1	sp	Q91YM4	FAKD4_MOUSE	24.083	436	277	11	906	2123	205	616	3.29e-23	108
comp7201_c0_seq1	sp	B5X7E4	IF43B_SALSA	42.584	209	112	4	867	244	1	202	5.13e-45	155
comp7205_c0_seq1	sp	Q9CQU8	IMP1L_MOUSE	47.407	135	66	2	510	121	20	154	6.78e-35	125
comp7207_c0_seq1	sp	P00378	DYR_CHICK	45.652	184	97	3	567	22	4	186	3.42e-52	169
comp7207_c0_seq2	sp	P00378	DYR_CHICK	39.437	213	97	4	654	22	4	186	1.24e-46	156
comp7212_c0_seq1	sp	Q6DGL7	TM147_DANRE	61.538	221	85	0	30	692	1	221	6.24e-96	289
comp7218_c0_seq1	sp	Q90694	CDC42_CHICK	41.451	193	106	2	414	983	3	191	1.15e-45	159
comp7220_c0_seq1	sp	Q6DC04	CARM1_DANRE	57.692	546	209	9	82	1674	29	567	0.0	608
comp7220_c0_seq2	sp	Q9WVG6	CARM1_MOUSE	61.734	473	171	4	118	1515	70	539	0.0	599
comp7223_c0_seq1	sp	Q5BKQ4	LIPR1_MOUSE	41.642	341	178	6	65	1066	3	329	7.98e-78	251
comp7232_c0_seq1	sp	Q923X4	GLRX2_MOUSE	48.544	103	53	0	132	440	53	155	2.11e-29	109
comp7235_c0_seq1	sp	Q63ZM9	ZN830_XENLA	40.065	307	146	10	37	852	7	310	5.08e-38	145
comp7243_c0_seq1	sp	Q7SYJ9	SPAG7_DANRE	55.349	215	94	2	886	248	3	217	6.46e-60	194
comp7244_c0_seq1	sp	O01404	PHM_DROME	44.807	337	175	5	209	1198	17	349	3.75e-100	307
comp7246_c0_seq1	sp	Q86YT6	MIB1_HUMAN	78.600	1014	187	8	129	3113	4	1006	0.0	1623
comp7250_c0_seq1	sp	Q29MA5	RM24_DROPS	41.916	167	88	3	542	60	84	247	4.81e-27	110
comp7253_c0_seq1	sp	P42028	NDUS8_BOVIN	73.298	191	50	1	98	667	22	212	2.30e-102	299
comp7254_c0_seq1	sp	P28661	SEPT4_MOUSE	61.096	365	124	4	1434	379	116	475	4.20e-159	466
comp7260_c0_seq1	sp	Q9V3H2	PSDE_DROME	88.746	311	32	1	1039	107	1	308	0.0	549
comp7261_c0_seq1	sp	Q24562	U2AF2_DROME	74.737	380	83	4	340	1449	40	416	0.0	540
comp7261_c0_seq2	sp	Q24562	U2AF2_DROME	74.737	380	83	4	283	1392	40	416	0.0	540
comp7263_c0_seq1	sp	Q5JUQ0	FA78A_HUMAN	47.126	261	135	2	272	1054	23	280	1.34e-76	243
comp7264_c0_seq1	sp	Q96L03	SPT17_HUMAN	40.443	361	204	6	1401	349	1	360	2.62e-69	229
comp7265_c0_seq1	sp	Q0P467	RNKA_DANRE	46.939	98	52	0	1077	784	1	98	1.55e-25	102
comp7267_c0_seq1	sp	Q0MQB1	NDUA8_PANTR	41.290	155	85	3	590	126	7	155	2.11e-31	116
comp7273_c0_seq1	sp	P14866	HNRPL_HUMAN	47.398	538	223	8	2035	461	93	583	3.70e-154	467
comp7273_c0_seq2	sp	P14866	HNRPL_HUMAN	47.398	538	223	8	2035	461	93	583	1.88e-155	467
comp7274_c0_seq1	sp	B6LS00	U728_BRAFL	55.435	92	41	0	45	320	1	92	4.07e-33	115
comp7275_c0_seq1	sp	Q15427	SF3B4_HUMAN	87.678	211	26	0	1336	704	1	211	8.18e-124	370
comp7276_c0_seq1	sp	P80513	MANF_BOVIN	57.051	156	64	2	1253	789	26	179	8.97e-41	147
comp7277_c0_seq1	sp	O73888	HPGDS_CHICK	41.872	203	114	2	101	709	1	199	8.27e-50	166
comp7279_c0_seq1	sp	O94581	COX12_SCHPO	54.118	85	38	1	105	359	3	86	1.89e-25	96.7
comp7285_c0_seq1	sp	P31674	RS15_ORYSJ	77.922	154	31	2	498	46	1	154	1.67e-82	243
comp7286_c0_seq1	sp	P02434	RL35A_XENLA	74.312	109	27	1	84	410	3	110	1.41e-52	166
comp7287_c0_seq1	sp	P18948	VIT6_CAEEL	22.138	1057	702	30	7854	4768	34	997	2.25e-58	228
comp7288_c0_seq1	sp	Q6PBF0	RL8_XENTR	81.641	256	47	0	41	808	1	256	2.20e-156	439
comp7289_c0_seq1	sp	Q98TR7	RS16_HETFO	90.210	143	14	0	475	47	4	146	7.96e-81	239
comp7290_c1_seq1	sp	P49154	RS2_URECA	91.304	115	10	0	168	512	39	153	1.15e-69	215
comp7290_c2_seq1	sp	Q90YS3	RS2_ICTPU	85.246	122	18	0	1	366	153	274	1.01e-73	223
comp7291_c0_seq1	sp	Q6XIM8	RS15A_DROYA	89.231	130	14	0	53	442	1	130	9.51e-85	247
comp7292_c0_seq1	sp	G1SIT5	RL35_RABIT	79.508	122	25	0	40	405	1	122	5.68e-61	186
comp7293_c0_seq1	sp	O61231	RL10_DROME	82.243	214	38	0	43	684	1	214	2.75e-130	370
comp7295_c0_seq1	sp	O09167	RL21_MOUSE	70.000	160	48	0	38	517	1	160	2.67e-70	213
comp7296_c0_seq1	sp	Q8WQI5	RS8_SPOFR	72.632	190	50	1	616	47	21	208	4.50e-91	268
comp7297_c0_seq1	sp	Q5R9R4	RL7_PONAB	64.730	241	85	0	28	750	6	246	8.24e-110	320
comp7300_c0_seq1	sp	O77302	RS10_LUMRU	77.953	127	20	2	547	176	1	122	2.55e-64	198
comp7301_c0_seq1	sp	Q9XSU7	RL27_CANLF	80.882	136	26	0	37	444	1	136	4.67e-67	203
comp7303_c0_seq1	sp	Q9DCH4	EIF3F_MOUSE	62.222	270	102	0	1000	191	92	361	1.84e-115	341
comp7304_c0_seq1	sp	Q92747	ARC1A_HUMAN	61.247	369	141	2	1342	242	1	369	1.21e-163	470
comp7306_c0_seq1	sp	Q29RK4	RD23B_BOVIN	54.651	258	74	3	548	1279	180	408	1.07e-69	234
comp7306_c0_seq1	sp	Q29RK4	RD23B_BOVIN	71.622	74	21	0	104	325	1	74	2.72e-27	118
comp7307_c0_seq1	sp	Q3T0C9	SYJ2B_BOVIN	61.905	84	32	0	265	516	13	96	4.12e-26	104
comp7309_c0_seq1	sp	P35623	GLYC_SHEEP	67.329	453	144	2	153	1499	29	481	0.0	648
comp7316_c0_seq1	sp	P47194	SYB_DORPE	95.522	67	3	0	168	368	38	104	1.38e-36	135
comp7316_c0_seq2	sp	P47194	SYB_DORPE	95.522	67	3	0	168	368	38	104	1.27e-36	135
comp7317_c0_seq1	sp	P60901	PSA6_RAT	80.894	246	47	0	895	158	1	246	5.09e-152	429
comp7321_c0_seq1	sp	P05689	CATZ_BOVIN	72.549	255	68	1	271	1035	52	304	5.18e-134	401
comp7322_c0_seq1	sp	Q2F637	1433Z_BOMMO	66.154	260	74	2	97	876	1	246	1.33e-105	323
comp7326_c0_seq1	sp	P16233	LIPP_HUMAN	40.291	412	223	10	123	1322	17	417	1.05e-91	291
comp7329_c0_seq1	sp	P40307	PSB2_RAT	68.041	194	62	0	69	650	1	194	1.07e-93	277
comp7332_c0_seq1	sp	Q0VCN3	IFT27_BOVIN	54.396	182	83	0	68	613	4	185	1.21e-73	224
comp7333_c0_seq1	sp	Q29HY3	CDC42_DROPS	92.670	191	14	0	166	738	1	191	2.82e-118	353
comp7334_c0_seq1	sp	P86947	VRP_PINMA	45.116	215	114	2	838	200	22	234	1.00e-23	100
comp7338_c0_seq1	sp	Q6TLF6	RGN_DANRE	43.564	303	160	5	157	1062	3	295	1.93e-76	243
comp7342_c0_seq1	sp	Q8K4K3	TRIB2_MOUSE	53.353	343	144	8	1921	920	1	336	1.83e-109	342
comp7343_c0_seq1	sp	Q24439	ATPO_DROME	47.549	204	106	1	41	652	7	209	2.60e-51	169
comp7345_c0_seq1	sp	Q27433	MEC2_CAEEL	68.070	285	87	2	1177	335	96	380	2.02e-118	357
comp7346_c0_seq1	sp	Q96A72	MGN2_HUMAN	92.568	148	11	0	562	119	1	148	2.01e-100	289
comp7349_c0_seq1	sp	B2RY50	ODAD2_MOUSE	57.607	1078	399	16	68	3250	1	1037	0.0	1077
comp7349_c0_seq2	sp	B2RY50	ODAD2_MOUSE	57.025	1089	399	17	68	3283	1	1037	0.0	1071
comp7350_c0_seq1	sp	Q5ZHV2	NAA35_CHICK	57.670	704	297	1	96	2207	23	725	0.0	776
comp7351_c0_seq1	sp	Q18786	SMD2_CAEEL	81.416	113	21	0	998	660	6	118	1.58e-49	165
comp7351_c0_seq2	sp	Q18786	SMD2_CAEEL	81.416	113	21	0	998	660	6	118	1.58e-49	165
comp7352_c0_seq1	sp	A1E295	CATB_PIG	60.759	316	113	6	207	1145	23	330	1.23e-134	394
comp7353_c0_seq1	sp	F1N2N9	ODAD1_BOVIN	28.571	518	335	9	1602	94	27	524	1.79e-47	180
comp7354_c0_seq1	sp	Q5PPV2	TEKT4_XENLA	53.187	455	201	3	1697	342	1	446	8.30e-162	473
comp7360_c0_seq1	sp	Q7ZWG6	PCFT_DANRE	27.294	436	284	12	253	1545	57	464	9.66e-32	133
comp7366_c0_seq1	sp	P62876	RPAB5_MOUSE	94.030	67	4	0	439	239	1	67	5.92e-41	135
comp7369_c0_seq1	sp	Q9Y5Z4	HEBP2_HUMAN	39.130	161	95	3	342	818	38	197	3.58e-32	121
comp7371_c0_seq1	sp	P26696	MK01_XENLA	82.022	356	64	0	25	1092	3	358	0.0	589
comp7375_c0_seq1	sp	B3EWY7	ASOMP_ACRMI	28.807	243	145	8	366	1013	84	325	1.28e-23	106
comp7376_c0_seq1	sp	Q5SS90	CG057_MOUSE	34.259	216	114	11	2052	1450	18	220	7.95e-23	102
comp7377_c0_seq1	sp	O96064	MYSP_MYTGA	77.327	838	189	1	3451	938	7	843	0.0	1074
comp7383_c0_seq1	sp	Q8C5T8	CC113_MOUSE	46.647	343	174	3	1638	613	25	359	2.59e-75	247
comp7389_c0_seq1	sp	Q8IUS5	EPHX4_HUMAN	44.816	299	152	7	2205	1333	62	355	1.89e-79	263
comp7390_c1_seq1	sp	Q91WC1	POTE1_MOUSE	29.289	478	261	11	1983	556	6	408	2.59e-52	195
